killsDiff,minionsKilledDiff,wardPlacedDiff,firstBlood,heralds,dragons,teamWins
3,13,7,red,red,blue,blue
-3,-23,3,red,blue,red,red
-4,40,0,blue,none,none,red
-3,29,-10,red,none,red,red
8,72,-12,blue,none,blue,blue
11,45,-31,blue,none,blue,blue
-1,18,5,red,red,red,red
-6,-38,1,red,none,blue,red
2,-10,-6,blue,blue,red,blue
-9,-9,-17,red,none,none,red
-9,-35,-2,red,none,red,red
6,62,1,blue,blue,blue,blue
-3,-64,-21,blue,none,blue,red
-1,-21,1,red,red,none,red
2,3,-6,red,blue,none,red
-2,5,-1,red,none,blue,blue
-5,29,-3,red,none,red,red
-1,-33,-10,red,red,blue,blue
-1,-29,-1,red,none,blue,red
5,13,-42,blue,blue,blue,blue
-1,12,6,red,blue,red,red
1,-32,22,blue,blue,red,red
6,-38,2,blue,none,red,blue
0,-16,3,red,red,blue,blue
4,-44,-4,blue,none,blue,blue
0,-35,3,red,none,red,red
-2,-19,-8,red,blue,blue,red
4,-11,1,blue,none,blue,blue
3,47,-38,blue,none,red,red
-3,-19,27,blue,none,none,red
2,-32,16,red,none,red,blue
-6,-34,4,red,none,red,red
2,-16,-4,blue,blue,blue,blue
-2,-22,1,blue,none,red,red
0,27,22,red,none,none,blue
3,19,7,blue,red,blue,red
-8,-120,-5,red,red,red,red
7,18,-24,blue,none,blue,blue
6,23,-28,blue,none,blue,blue
-1,-11,-7,blue,none,blue,blue
-1,25,-46,blue,none,red,red
0,37,0,red,none,blue,blue
-2,-23,31,blue,none,none,red
-2,18,1,red,none,blue,red
-1,-27,6,blue,none,blue,red
-2,-27,0,blue,none,red,red
0,-51,0,red,none,red,blue
6,10,109,blue,none,red,blue
2,-6,3,red,none,red,blue
3,54,-60,red,blue,blue,blue
0,-24,1,red,none,blue,red
-1,-25,-4,red,none,red,blue
8,29,4,blue,blue,blue,blue
-1,-14,4,red,none,blue,red
6,60,1,blue,blue,blue,blue
4,-14,-2,blue,blue,blue,blue
2,2,0,red,red,blue,red
4,50,4,blue,none,red,blue
-7,-84,-4,red,none,blue,blue
0,18,-5,red,none,blue,red
0,-20,22,blue,blue,red,red
-1,3,6,red,blue,red,blue
-3,0,-2,red,blue,none,blue
0,-15,6,red,red,red,blue
-2,19,-4,red,none,red,red
-6,28,-5,blue,red,red,red
3,24,-3,blue,none,blue,red
-4,-25,21,red,none,blue,red
0,-17,9,red,blue,blue,red
3,-30,25,blue,red,none,blue
-2,-22,2,blue,none,blue,blue
3,23,2,blue,red,blue,blue
1,10,-1,blue,red,red,blue
1,16,5,red,none,blue,red
-2,7,-21,red,none,red,blue
-5,-10,0,red,none,blue,red
-2,47,107,red,red,red,red
-6,-43,-4,red,red,red,blue
-4,-33,-3,blue,red,none,red
-2,-21,52,red,none,red,red
13,-3,41,blue,none,blue,blue
-6,-23,-2,blue,none,red,red
-4,22,0,red,none,none,blue
0,-42,26,red,red,red,blue
5,6,26,blue,none,blue,blue
1,-9,-2,red,none,blue,red
2,-12,0,blue,none,none,blue
-5,13,-1,red,none,red,red
1,-7,-15,blue,none,blue,red
5,35,-3,blue,red,none,red
3,-10,-20,blue,red,red,blue
3,48,6,red,none,none,blue
-2,-4,1,blue,none,none,red
1,45,-61,red,none,blue,blue
1,0,-109,red,blue,none,blue
-3,57,-5,blue,none,blue,blue
-1,7,-1,red,none,red,red
-3,-16,1,red,none,red,blue
-8,-28,0,red,red,red,blue
0,-26,0,red,none,red,blue
2,28,36,blue,none,none,blue
-3,24,-20,red,red,red,red
2,24,-20,red,none,none,red
2,27,30,blue,blue,red,blue
-2,45,-3,blue,none,none,blue
-10,-58,4,red,none,none,red
1,-49,-3,red,none,red,red
5,2,3,blue,none,blue,blue
-10,-54,-26,red,red,red,red
-1,11,-8,blue,blue,blue,red
0,9,2,red,blue,blue,blue
0,29,-22,red,none,red,blue
4,9,-15,blue,blue,blue,blue
10,77,0,red,blue,red,blue
0,-25,2,blue,none,blue,red
-3,29,111,blue,none,red,red
1,39,-66,red,red,blue,red
0,-73,0,red,none,blue,red
0,7,0,blue,none,blue,red
0,17,-24,red,none,none,blue
1,7,-16,red,none,blue,blue
5,-6,-2,red,blue,red,red
-2,8,1,red,none,red,red
9,-22,-12,blue,none,blue,blue
3,26,-24,blue,red,blue,blue
1,11,-2,red,none,blue,red
1,23,-2,red,none,red,blue
-5,-61,-3,red,none,red,red
3,4,0,blue,none,red,blue
-3,18,-28,blue,red,red,red
-1,-26,0,blue,none,red,blue
1,-14,14,red,none,red,red
5,11,-22,blue,none,none,blue
4,45,-4,blue,none,none,red
-2,-22,-1,red,none,red,blue
-4,8,-1,red,none,blue,red
0,11,-5,blue,none,blue,red
3,-12,-4,blue,none,red,red
5,-1,-18,blue,none,none,blue
2,1,64,red,none,red,red
-7,4,-2,red,blue,red,red
1,3,30,red,none,blue,blue
2,-11,1,red,blue,red,red
-5,26,56,blue,blue,red,blue
4,8,1,red,none,red,blue
-4,-48,-2,red,red,red,red
-3,-7,3,red,none,red,red
-1,-4,-6,red,red,blue,blue
-4,-22,6,red,none,red,red
-8,-76,0,red,red,red,red
1,41,0,blue,none,blue,blue
1,1,-35,red,none,red,blue
2,43,-3,blue,none,red,blue
-5,-13,0,red,none,red,red
-6,-38,-2,blue,blue,red,red
-1,-9,-1,blue,red,blue,blue
-11,-76,-43,red,red,red,red
10,41,3,blue,none,none,blue
-8,-83,-5,red,none,red,red
6,-7,5,blue,none,none,blue
7,23,5,blue,none,red,blue
-8,-45,-3,red,red,red,red
-2,34,4,red,none,red,red
-5,4,-4,blue,none,none,blue
6,-6,2,blue,blue,blue,blue
3,-10,3,blue,red,blue,red
-6,-26,-91,blue,none,blue,red
0,18,-2,blue,blue,blue,blue
4,54,32,blue,blue,red,red
-5,2,3,red,none,blue,red
5,30,2,blue,blue,red,blue
-2,21,-14,blue,red,none,blue
5,-34,1,blue,none,none,blue
-2,-35,-24,red,none,red,red
-2,27,-3,red,none,red,blue
-9,-64,5,red,red,red,red
-2,-42,3,red,none,none,blue
2,15,-41,red,none,none,blue
-2,15,6,blue,none,none,blue
-4,-19,-3,blue,none,red,red
-3,-19,-26,red,none,red,red
2,-20,0,blue,blue,blue,blue
-7,-62,1,red,none,blue,red
-5,-33,10,red,red,red,red
-5,0,34,red,none,none,red
0,-2,3,blue,none,none,red
5,60,1,blue,red,blue,blue
0,35,-6,red,none,none,red
-1,23,19,red,blue,red,red
1,-13,-2,red,none,red,red
1,-3,23,blue,blue,blue,blue
2,-15,14,blue,blue,blue,blue
0,-17,-1,blue,none,red,blue
-3,6,4,red,red,blue,blue
1,21,3,red,none,none,red
-1,-42,2,red,red,none,blue
-2,-32,-7,blue,blue,red,blue
3,42,8,red,none,blue,blue
9,64,-4,blue,none,blue,blue
-1,-47,0,red,red,red,red
1,10,89,red,none,none,red
4,-38,3,blue,red,blue,blue
-3,-35,17,blue,none,red,blue
2,-11,0,blue,none,red,blue
-1,-24,5,blue,none,none,red
-2,-32,59,red,none,blue,blue
-5,-20,7,red,red,none,blue
1,39,0,blue,red,none,blue
-8,-59,-32,red,none,red,red
0,-17,5,red,none,blue,red
-8,-27,3,red,none,red,red
2,-11,5,blue,none,none,red
0,-31,14,blue,blue,blue,blue
1,6,-19,blue,none,none,blue
-7,-2,0,blue,blue,blue,red
-3,-31,-4,red,none,red,red
1,-6,-28,blue,none,blue,red
-5,-98,-26,red,none,none,red
-6,-21,-2,red,none,blue,red
3,12,-5,blue,none,none,red
-3,-32,1,red,none,red,red
-2,-14,-2,blue,none,none,blue
-2,-34,21,red,none,red,red
-4,-47,4,blue,none,red,red
-6,-4,-19,red,blue,red,red
-4,-19,-14,red,none,none,red
0,-41,35,red,red,red,red
0,-5,65,blue,red,red,red
-2,-26,8,red,none,none,red
3,11,-2,blue,none,red,red
-3,20,0,blue,blue,blue,red
-4,-18,-3,blue,none,red,blue
-1,57,-3,blue,blue,red,blue
6,-14,3,blue,blue,none,red
0,-15,74,blue,none,none,blue
3,16,-32,blue,blue,blue,blue
5,8,-110,blue,none,blue,blue
2,-16,3,blue,red,none,red
2,5,7,red,none,red,red
1,36,-5,blue,blue,red,red
-8,-92,13,red,red,red,red
-1,-41,-6,blue,none,red,blue
-4,-6,-89,blue,none,red,red
1,10,0,blue,none,none,red
0,15,0,red,none,red,blue
4,0,6,blue,none,blue,blue
6,23,2,blue,none,blue,blue
1,-41,-1,red,blue,red,red
-1,-18,3,blue,none,none,red
2,40,3,blue,red,blue,blue
0,52,0,blue,none,none,blue
1,-21,28,red,none,blue,blue
-4,-44,5,blue,none,red,blue
-3,17,-6,red,none,red,red
-3,-47,4,red,none,blue,red
-1,4,-1,blue,none,none,red
0,-16,-14,red,none,none,blue
10,-4,-3,blue,blue,none,blue
0,-13,8,blue,red,none,blue
-3,-39,3,red,none,red,red
-1,-2,59,blue,none,red,blue
-3,5,38,red,red,blue,blue
3,2,22,red,none,none,blue
3,30,-68,red,none,red,blue
2,-20,-2,red,none,red,red
8,43,73,blue,none,blue,blue
-6,59,0,red,none,red,blue
3,-8,4,red,none,none,blue
-5,-22,-31,red,red,red,red
-3,-36,-2,red,none,none,red
1,16,1,red,blue,blue,blue
0,-34,-14,blue,none,blue,red
5,8,70,blue,none,red,blue
-3,-11,-24,red,red,red,red
-5,-28,-3,blue,none,blue,blue
1,-18,5,red,none,red,blue
0,33,5,red,none,red,red
2,4,5,blue,none,none,blue
-2,10,-33,red,none,none,red
0,-14,-2,red,none,none,blue
-2,-6,10,red,none,none,blue
12,13,-39,blue,none,none,blue
-3,-21,-8,blue,red,red,red
-4,-31,-1,red,none,red,red
-10,-20,2,blue,none,red,red
4,-8,2,red,none,red,blue
-2,0,19,red,none,red,red
3,26,64,blue,blue,red,red
4,-17,-9,blue,none,blue,blue
-1,9,1,red,blue,blue,red
1,6,5,blue,red,blue,blue
-3,2,-1,blue,blue,none,red
4,-16,-8,red,none,blue,blue
1,-22,2,blue,none,red,blue
0,-38,-13,blue,none,none,red
4,13,-14,red,none,none,blue
2,41,4,red,none,red,blue
0,-47,3,red,red,blue,red
-4,-5,20,red,none,none,blue
2,-62,1,blue,none,blue,red
1,38,3,blue,none,blue,blue
5,-43,38,blue,none,blue,blue
2,6,39,red,none,red,red
4,6,-93,blue,none,none,blue
6,-16,-19,blue,none,blue,blue
-1,-22,-14,blue,red,red,red
4,28,2,blue,none,none,red
-1,30,0,blue,none,red,blue
-7,-41,-50,red,none,blue,red
-4,-29,3,red,none,none,red
-2,-16,1,red,red,red,blue
1,-22,-1,blue,blue,blue,blue
-2,17,3,red,none,red,red
0,1,-21,red,red,red,red
1,31,8,blue,blue,red,blue
8,12,0,blue,blue,none,blue
-4,-22,19,blue,none,blue,blue
1,-22,6,red,none,red,red
4,36,-2,blue,red,none,blue
0,16,2,red,none,red,red
-2,-3,1,red,none,red,red
-1,11,-3,red,none,red,blue
4,40,-2,blue,none,red,red
8,84,37,blue,none,none,blue
-6,24,-46,red,none,none,red
2,22,-14,blue,blue,red,red
-3,-48,21,red,none,blue,blue
-4,-17,-10,red,none,red,red
3,14,5,red,none,red,blue
4,26,5,red,none,blue,red
-1,-32,-3,blue,blue,blue,blue
1,-21,6,red,red,blue,red
8,49,-13,blue,none,blue,blue
2,-17,-2,red,blue,red,red
3,15,-1,blue,none,none,red
6,31,2,blue,blue,none,blue
3,3,-23,red,none,red,blue
0,15,0,blue,none,red,blue
1,-40,-2,red,none,red,blue
0,-1,3,blue,none,red,blue
0,-24,0,blue,none,blue,blue
0,-6,3,blue,none,red,blue
5,-11,0,blue,none,red,blue
-3,0,0,blue,none,none,red
0,-2,-1,blue,red,none,blue
1,-19,-68,blue,none,red,red
0,-24,-3,red,red,blue,blue
-4,-59,-22,red,red,red,red
-1,13,-6,red,none,blue,red
-4,-14,1,red,none,red,red
-1,16,-1,blue,none,red,red
-2,-17,2,red,none,none,red
-2,-54,4,red,red,blue,red
-4,-49,-24,red,none,blue,red
-4,-14,0,red,blue,red,red
1,-60,-2,blue,blue,none,red
4,-1,2,red,red,red,blue
-2,-14,11,red,none,none,red
-6,31,4,red,none,none,red
4,-40,-3,red,none,red,blue
7,31,9,blue,none,none,blue
1,11,2,red,none,blue,blue
-4,-1,-48,red,none,red,red
1,-22,1,blue,none,blue,blue
-6,-24,-5,red,none,red,red
0,39,3,red,none,none,red
-3,7,2,red,none,blue,red
0,21,-28,blue,none,none,blue
-6,-29,-3,red,red,red,red
-2,-3,19,red,blue,red,blue
-3,13,-42,red,blue,blue,blue
2,5,64,red,blue,blue,blue
-7,-49,-2,red,none,red,red
-2,33,8,red,none,red,blue
12,71,-3,blue,none,none,red
-3,9,-19,red,red,red,red
-4,5,7,red,none,blue,red
0,10,22,red,none,red,blue
-5,26,-67,red,red,red,red
0,-2,3,blue,blue,blue,blue
3,17,-3,blue,none,blue,blue
7,51,21,blue,blue,none,blue
4,22,-3,blue,blue,blue,blue
4,-5,36,blue,none,blue,blue
-3,29,-1,red,none,red,red
-7,-12,-7,red,none,red,red
-1,-24,2,red,none,none,blue
-4,-63,-4,red,none,red,red
-8,-10,5,blue,none,none,red
-4,-24,2,red,none,red,red
-1,6,6,red,none,none,blue
0,23,2,blue,none,red,blue
-4,-39,8,red,red,none,blue
-1,19,0,blue,none,blue,blue
2,-11,1,blue,none,red,blue
1,-33,6,red,red,blue,red
4,14,-20,blue,blue,red,blue
-6,-32,-73,blue,none,red,red
6,-2,1,blue,none,blue,blue
-2,20,-126,blue,none,red,red
0,-43,1,red,none,blue,blue
-3,-51,-10,red,none,blue,red
4,74,7,blue,blue,red,blue
3,30,-25,blue,none,blue,blue
8,7,0,red,none,red,blue
4,26,-43,red,none,blue,blue
4,-16,10,red,none,none,blue
1,32,-4,blue,none,red,red
0,23,5,red,red,none,blue
6,3,-1,blue,none,blue,blue
5,-8,22,blue,none,blue,blue
6,15,40,red,none,blue,blue
-2,41,-24,red,none,none,red
-1,-3,-13,blue,none,red,blue
-8,10,-2,blue,none,blue,red
-1,-35,-9,red,red,blue,red
-6,2,-3,red,blue,red,red
8,-30,12,red,none,red,blue
-4,-46,-17,blue,red,none,red
6,-4,3,blue,none,none,red
8,-1,21,blue,red,red,blue
4,42,0,red,none,blue,red
5,45,3,blue,none,blue,blue
-2,16,-69,red,blue,none,red
-1,-22,41,red,blue,blue,red
5,32,18,blue,blue,blue,blue
-6,7,-18,blue,none,none,red
3,10,0,blue,red,red,blue
-3,-18,5,red,blue,blue,red
1,-19,-2,blue,red,blue,blue
1,-32,-32,blue,red,none,blue
-1,11,-1,blue,none,red,blue
0,-33,-4,blue,none,red,red
-7,-48,2,red,none,blue,red
10,55,-1,red,blue,red,blue
-2,-20,24,red,none,none,red
4,-2,21,red,none,none,red
4,24,142,blue,blue,blue,blue
4,15,4,blue,blue,none,blue
-6,-81,-5,red,none,none,red
-1,-26,2,blue,none,none,blue
0,-21,14,blue,red,none,red
10,24,3,blue,none,none,blue
-7,-18,-3,red,none,red,red
5,10,-4,blue,none,blue,blue
-1,-11,1,blue,blue,blue,blue
0,19,-2,red,red,red,red
4,20,1,blue,none,red,blue
-2,-15,1,red,blue,red,red
1,1,0,blue,none,blue,blue
-7,17,-36,red,red,none,red
1,-31,-5,blue,none,none,blue
2,24,0,blue,blue,blue,blue
-1,-5,0,blue,red,blue,blue
-5,-2,-1,red,none,red,red
-1,0,0,red,none,red,red
-1,-34,65,red,none,none,blue
-7,-52,-1,red,none,red,red
3,49,0,blue,blue,blue,blue
6,19,-3,blue,none,none,blue
-7,-1,-2,red,none,none,red
-4,-1,1,red,blue,red,blue
2,2,0,blue,none,none,red
5,50,9,blue,blue,red,red
4,19,1,blue,blue,blue,blue
-9,-57,-2,red,blue,blue,red
0,-27,-149,blue,none,none,blue
1,2,1,blue,none,blue,blue
11,-4,4,blue,none,blue,blue
2,0,2,red,none,none,blue
-1,21,-2,red,none,blue,red
1,-19,3,red,none,none,red
1,57,15,blue,none,red,blue
4,33,-5,blue,none,blue,blue
-1,-12,1,blue,none,none,red
5,-11,4,blue,none,blue,blue
-8,-8,6,blue,none,red,red
-3,36,-28,red,none,red,red
-5,-16,-7,red,none,none,red
-4,4,24,red,none,red,red
2,-26,-2,red,none,blue,red
1,-27,0,red,none,none,red
1,37,7,blue,none,blue,blue
2,4,-31,red,red,blue,blue
0,-42,1,red,blue,red,red
-6,14,-6,red,none,red,red
-3,36,-13,blue,red,none,red
0,-13,-1,red,none,blue,blue
-3,15,-17,blue,blue,blue,blue
-5,-17,-8,blue,none,red,red
-2,-2,-2,red,red,red,red
-4,-27,-4,red,blue,red,red
1,-27,8,red,none,none,red
1,-44,0,red,none,red,red
4,-24,-2,blue,none,none,blue
3,23,6,blue,none,none,blue
3,10,2,blue,none,red,red
-1,-52,-2,red,none,none,red
-5,4,-4,red,blue,blue,red
3,-6,2,blue,blue,none,blue
5,11,0,red,blue,red,blue
4,9,-16,red,none,none,blue
2,-29,2,blue,blue,none,blue
7,4,13,blue,blue,blue,blue
-3,-62,26,blue,red,red,blue
8,41,7,blue,none,blue,blue
2,-4,-23,blue,red,blue,blue
6,20,-1,blue,none,blue,blue
5,29,5,red,none,none,red
5,23,-9,blue,none,blue,blue
4,25,-112,blue,red,none,blue
-1,-53,-2,blue,red,none,red
0,30,2,blue,blue,none,red
2,15,5,blue,none,blue,red
1,15,-3,red,none,blue,blue
8,-1,4,blue,none,blue,blue
0,-42,-28,red,none,red,red
6,33,-4,blue,none,blue,blue
7,9,0,blue,none,blue,blue
-4,6,-40,red,none,red,red
3,32,3,blue,none,red,blue
2,20,5,red,none,red,blue
9,46,-3,blue,none,none,red
1,9,-29,red,blue,none,blue
4,26,-1,blue,none,none,red
3,-22,-9,red,none,red,blue
-1,-17,-8,blue,red,none,blue
6,49,-46,red,none,blue,blue
7,2,-2,blue,none,red,red
1,44,5,blue,none,blue,blue
0,-7,16,blue,none,none,red
-1,48,-32,blue,none,red,blue
6,5,26,red,blue,none,red
-12,-32,-16,red,blue,red,red
-1,-15,-6,red,none,blue,blue
8,-28,2,blue,none,blue,blue
-2,-11,1,red,none,blue,red
3,-18,0,red,none,none,red
9,44,1,red,none,none,red
10,42,1,blue,none,blue,red
-3,4,3,red,none,blue,blue
-1,10,-14,red,red,none,red
6,16,0,blue,none,blue,blue
0,-6,4,red,none,none,red
-3,-11,-40,red,none,red,blue
-3,-18,-11,red,none,blue,blue
1,-24,0,red,none,none,blue
-10,-46,-5,red,red,red,red
-2,-52,71,red,none,red,red
-1,-20,-1,red,none,red,red
5,1,2,blue,none,none,blue
4,15,14,blue,none,blue,blue
-1,-8,5,red,none,blue,red
0,-47,-6,red,red,blue,red
-5,-6,-31,red,none,red,red
-5,-48,-9,red,none,none,red
1,16,-29,red,red,red,red
-5,27,-3,red,none,none,red
1,23,-5,blue,none,none,blue
4,4,3,blue,blue,blue,blue
1,-19,-5,blue,none,red,blue
-3,-31,-2,red,none,red,red
6,1,6,blue,none,blue,blue
-2,3,33,red,none,red,red
16,49,-1,blue,none,blue,blue
-6,-4,24,red,none,none,red
-15,-44,3,red,none,blue,red
-2,10,2,blue,red,blue,blue
-1,10,-5,red,none,red,red
3,-6,-1,blue,none,none,blue
-3,0,8,red,none,red,red
3,-24,1,red,red,red,blue
0,26,-2,red,none,red,red
-6,13,2,red,red,red,red
5,-3,2,blue,none,red,blue
1,29,-10,blue,none,none,blue
-1,25,5,red,red,none,blue
-1,-8,-1,red,none,blue,red
1,16,29,blue,none,red,red
-4,-59,2,blue,blue,none,red
3,71,0,blue,blue,blue,blue
-2,6,-8,blue,none,blue,red
2,-7,2,red,none,blue,blue
-10,-39,-3,red,red,red,red
0,7,-3,blue,red,blue,red
6,5,-28,red,none,red,blue
0,24,25,blue,none,red,blue
-5,-72,-6,red,none,blue,red
1,11,-1,blue,none,none,red
0,32,-2,blue,red,none,red
-8,-42,-4,red,none,none,red
-5,20,-4,red,none,red,red
-6,-1,-20,blue,red,red,red
-6,28,0,red,blue,red,red
0,0,11,red,none,red,red
-5,46,-1,red,blue,red,blue
-6,-15,-6,blue,none,blue,red
-1,-6,2,red,none,red,blue
2,6,1,red,none,blue,blue
1,-23,-57,blue,red,none,red
-1,-28,0,red,none,none,blue
-6,-41,-6,red,red,none,red
10,10,-29,blue,blue,blue,blue
2,2,0,blue,none,blue,blue
0,18,2,blue,blue,none,blue
6,-9,-2,blue,none,none,blue
-4,10,-1,red,none,blue,red
-1,-74,3,red,none,blue,red
0,-18,-6,red,none,blue,red
2,22,5,blue,blue,blue,blue
6,-13,31,red,blue,blue,blue
3,35,4,red,none,none,blue
2,-4,-37,red,blue,blue,blue
2,46,-3,blue,none,blue,blue
0,-34,-5,red,red,red,red
4,18,2,red,none,blue,blue
-6,-63,-3,red,none,red,red
5,19,-35,red,none,none,blue
-3,13,-2,red,none,blue,blue
2,-7,3,blue,none,blue,blue
-3,4,-5,red,none,blue,blue
-1,9,-25,red,red,red,red
0,-8,-5,blue,none,red,red
-6,-40,36,blue,none,none,red
3,60,151,blue,none,blue,blue
5,-1,-3,blue,none,blue,blue
-5,31,4,red,none,none,red
3,21,-31,blue,none,none,blue
5,-15,-254,blue,red,blue,blue
0,-4,3,blue,none,none,red
0,51,-2,blue,none,red,blue
2,-4,6,red,none,red,red
1,-54,-3,blue,none,none,red
3,-4,2,red,blue,blue,blue
-4,40,-23,red,none,red,blue
-1,42,-3,red,blue,red,blue
-2,19,-70,red,none,none,red
2,-17,2,red,none,blue,blue
-2,-48,26,red,none,red,red
0,69,-3,red,blue,blue,blue
1,-4,-52,red,none,red,red
3,6,-14,blue,none,blue,blue
2,7,-2,red,none,blue,blue
4,15,-24,blue,blue,blue,blue
2,18,1,blue,red,red,blue
-1,19,44,blue,blue,none,blue
5,-6,41,red,blue,red,red
9,23,-23,blue,none,red,blue
2,-51,11,blue,none,red,red
2,13,-46,red,none,red,blue
2,37,23,blue,red,blue,blue
-1,-22,3,blue,none,red,blue
1,6,8,blue,blue,red,blue
-3,-24,0,blue,none,red,red
-1,20,1,blue,none,red,red
-6,-31,52,blue,none,blue,red
4,18,2,blue,none,blue,blue
3,40,-37,red,blue,none,blue
0,-41,-2,red,none,blue,blue
-4,-23,-5,red,blue,blue,blue
0,-30,4,red,none,blue,red
2,-18,-1,blue,blue,blue,blue
1,15,91,blue,none,none,blue
1,29,4,red,none,blue,blue
3,-6,0,blue,none,red,red
-2,-11,0,blue,red,red,red
6,-10,-22,blue,red,blue,blue
-1,9,-2,blue,red,blue,red
-5,-6,-1,red,none,red,red
-2,4,-2,red,none,blue,red
3,-17,17,blue,none,none,red
-3,15,5,blue,blue,red,blue
5,-34,37,red,none,blue,blue
-2,-2,10,blue,red,blue,red
-1,-8,-75,blue,blue,red,blue
-3,-9,-5,red,none,red,red
6,5,4,blue,none,red,blue
1,-15,33,blue,none,blue,blue
-1,-11,0,red,red,none,red
0,-39,36,blue,none,none,red
3,-7,4,red,none,red,blue
-1,-38,23,blue,none,none,red
-3,5,48,red,none,blue,blue
1,-42,-3,blue,blue,red,red
-4,-24,13,red,blue,red,red
5,10,1,blue,red,blue,blue
1,-23,78,blue,none,red,red
-3,-18,2,red,none,blue,blue
-9,-7,-2,red,red,none,red
3,-18,19,red,blue,red,red
4,35,6,blue,red,blue,blue
-3,-3,8,red,red,none,red
1,-36,23,red,none,blue,red
-3,-19,-19,red,none,red,red
0,9,1,red,none,red,blue
12,80,-1,blue,none,blue,blue
-1,-18,-1,red,red,red,blue
1,-34,0,red,blue,blue,red
1,26,-13,red,none,none,blue
5,-42,1,blue,blue,red,blue
8,19,27,blue,none,blue,blue
1,-26,10,blue,none,red,blue
0,-17,-1,blue,blue,red,red
5,29,-8,blue,none,red,blue
-9,-18,-7,red,none,red,red
-1,-6,-11,red,none,red,blue
4,38,3,blue,blue,blue,blue
-7,-35,7,red,none,red,red
-7,-73,20,red,none,red,red
-1,-8,-2,red,none,none,red
2,6,34,red,none,blue,blue
2,11,-1,red,none,red,red
2,-29,-1,blue,blue,blue,blue
-4,7,-3,red,none,red,red
3,-10,-5,red,red,red,blue
4,-24,-3,blue,blue,red,blue
2,13,-15,red,none,none,blue
-1,27,-42,red,none,red,red
3,-41,-25,blue,none,blue,blue
0,-21,-17,blue,none,red,red
4,27,0,red,blue,blue,blue
3,-31,-3,blue,none,blue,blue
4,18,2,blue,none,red,blue
-4,-53,-33,red,red,none,blue
2,-17,-1,blue,blue,blue,blue
-5,0,18,red,none,blue,red
4,-44,-3,blue,blue,none,blue
3,23,6,blue,none,none,blue
-4,15,-1,red,blue,red,blue
1,-101,-8,blue,blue,red,blue
-5,-5,-26,red,blue,none,red
-1,36,-6,red,none,red,blue
-1,5,-20,red,blue,none,red
2,4,-4,blue,blue,blue,blue
-3,-11,-28,blue,none,red,red
7,-18,22,blue,none,blue,blue
-6,-72,-1,red,red,none,red
5,51,5,red,none,blue,blue
-1,-10,-9,blue,none,blue,blue
0,-15,-8,red,none,red,blue
6,6,6,blue,none,red,red
0,17,-3,blue,blue,blue,blue
2,11,22,red,blue,none,red
1,-53,0,blue,red,blue,red
-1,-36,3,red,none,red,blue
-5,-15,0,red,blue,red,red
0,22,123,red,red,red,blue
1,8,5,red,none,blue,blue
-5,-58,-5,red,none,red,blue
2,-4,0,red,none,red,red
-9,7,-7,red,none,red,red
-2,-35,17,blue,none,red,red
-2,-7,-2,blue,blue,red,blue
-4,16,-10,red,blue,red,red
0,-18,8,red,none,blue,red
-3,-12,30,red,none,none,red
2,24,24,blue,none,none,red
-8,-5,-1,red,red,blue,red
6,29,-18,blue,blue,blue,blue
-1,-53,-1,red,none,red,blue
1,-13,1,blue,none,none,blue
7,5,0,blue,none,blue,blue
2,45,-5,red,blue,red,red
1,-27,0,blue,red,red,red
-5,-26,-4,red,none,red,red
-11,-37,-3,red,none,red,red
-1,-29,-9,red,none,red,red
5,8,62,blue,none,blue,blue
-2,-1,-2,red,blue,red,red
-1,-44,-5,blue,none,red,red
3,21,0,red,none,red,blue
0,-23,2,red,blue,red,red
1,-29,-2,blue,none,red,red
-1,17,-1,red,red,red,blue
0,2,2,blue,none,red,red
-4,-29,0,blue,blue,red,red
6,22,-1,blue,none,red,blue
-1,-24,-1,red,none,red,red
5,-11,4,red,blue,none,red
4,8,0,red,blue,blue,blue
-5,-27,16,red,red,blue,red
4,-13,-75,blue,red,red,red
-3,8,0,blue,red,red,red
1,-23,-3,red,none,blue,red
2,1,0,blue,red,blue,blue
7,1,42,blue,none,blue,blue
-1,-82,0,blue,blue,blue,blue
-4,-11,-2,blue,blue,blue,red
0,31,5,blue,blue,blue,red
6,18,1,blue,blue,blue,blue
0,3,-21,red,none,none,red
-5,-72,15,red,red,red,red
-7,-52,-4,blue,none,blue,red
0,-3,-22,blue,none,blue,red
1,-7,20,blue,red,blue,blue
2,48,2,red,blue,red,red
2,-9,-2,blue,none,red,red
1,-18,44,red,none,red,red
2,20,-5,blue,none,none,blue
4,25,-6,blue,red,blue,red
-3,-7,3,red,red,red,red
-2,-36,32,blue,none,red,red
-3,-36,-4,blue,none,none,red
-2,16,-27,red,blue,red,blue
-2,-13,0,red,none,none,red
2,-3,1,blue,none,blue,blue
5,-10,-55,blue,blue,none,red
-1,20,-5,red,none,red,blue
1,25,-7,blue,blue,red,blue
-3,-23,0,red,none,red,red
2,73,1,red,none,blue,red
-4,-28,-2,blue,none,none,red
-9,-65,-1,red,none,red,red
4,-30,39,blue,blue,blue,red
0,13,-8,blue,none,blue,red
2,-44,2,blue,blue,none,red
4,38,3,blue,none,none,blue
2,-4,-9,blue,none,red,red
2,-48,0,red,red,none,red
-1,29,-7,blue,none,red,blue
3,1,-6,red,red,red,blue
7,54,3,blue,blue,red,red
3,17,2,red,none,red,red
